-0.1433038,0.233814877,-0.916908723,-0.291352987
0.027113038,0.202876471,0.164148216,-0.010220019
0.000864375,0.157321224,0.005235988,0.011842712
0.009054707,0.077775734,0.17662732,-0.001083551
-0.001803937,0.066091862,-3.108954997,0.014830741
0.018112771,0.085057525,0.301418362,0.018470248
0.07453839,0.267884086,0.3564835,0.118319917
0.008998197,0.042116082,0.291644518,-0.021608515
0.107470045,0.176791661,0.84962628,0.030902555
0.111254052,0.172235282,0.99195788,-0.028353845
0.113081269,0.192122018,2.364397538,0.016037191
0.026636648,0.22001405,0.153501708,-0.043319793
0.022610215,0.037675593,0.859836456,-0.109601751
0.160743402,0.196023271,1.105578815,0.004729633
0.047859891,0.094027253,0.746477321,0.01472733
0.187598657,0.231256226,1.31440746,0.000533342
0.009325142,0.125191441,0.186226631,0.067799116
-0.072316872,0.164898743,-0.598124335,-0.088346825
-0.060724107,0.166422259,-0.399069533,0.011104077
0.164907756,0.289365324,2.369371726,-0.008903961
0.040158577,0.005486483,1.682497399,-0.23276698
-0.033205235,0.0678036,-2.616074016,0.029332387
-0.151531432,0.255080517,-0.802676923,-0.040517149
-0.063853375,0.166422259,-0.421497014,0.011333459
0.001090043,0.165239371,0.000174533,0.010828603
-0.047281966,0.149643089,-0.379085514,-0.105655852
0.181949282,0.238091236,2.064724505,-0.006457574
0.002545231,0.066703859,0.173660261,0.034805203
0.187545323,0.231256226,1.315454657,-0.049869189
0.024551078,0.033436144,0.82396994,0.022827052
-0.136122607,0.212305987,-0.826064335,0.020113974
0.227920634,0.287366859,1.352106572,0.114700204
-0.077307524,0.164898743,-0.674307957,-0.009144481
0.05885062,0.083393252,0.758607359,-0.069830683
0.024093213,0.156508837,0.179943446,-0.078784231
-0.001760082,0.006879928,-0.630325659,-0.000236849
0.038876522,0.140336245,2.789210678,0.056978092
-0.034469337,0.061335675,-0.417133691,0.074874297
-0.118658256,0.288068015,-0.533721685,-0.069746877
0.130171332,0.196023271,1.146681319,0.288647778
0.007636777,0.125106601,0.098087504,0.023062601
0.004991395,0.163394705,0.057159533,-0.005742949
-0.036374631,0.06139459,-0.917694121,0.007617348
0.025038579,0.09190906,0.332136157,-0.023655927
-0.001285691,0.047467022,-0.030019663,-0.000119363
0.008801208,0.163394705,0.07278023,-0.038098131
0.007394746,0.165239371,0.069289571,0.030417534
